C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,YS
0.16,0.27,1.27,0.016,0.008,0.003,0.02,0.014,0.0094,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0096,332
0.16,0.27,1.26,0.016,0.008,0.003,0.02,0.01,0.0092,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0078,337
0.15,0.23,1.29,0.016,0.008,0.003,0.02,0.013,0.0094,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0061,361
0.16,0.24,1.3,0.016,0.008,0.003,0.02,0.013,0.0095,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0067,371
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.028,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0047,330
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.03,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0051,360
0.16,0.32,1.44,0.017,0.009,0.003,0.03,0.026,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,410
0.16,0.27,1.26,0.016,0.008,0.003,0.02,0.01,0.0093,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0071,318
0.16,0.27,1.27,0.016,0.008,0.003,0.02,0.014,0.0094,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0096,308
0.16,0.27,1.26,0.016,0.008,0.003,0.02,0.01,0.0092,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0078,311
0.15,0.23,1.29,0.016,0.008,0.003,0.02,0.013,0.0094,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0061,317
0.16,0.24,1.3,0.016,0.008,0.003,0.02,0.013,0.0095,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0067,320
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.028,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0047,370
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.03,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0051,376
0.16,0.32,1.44,0.017,0.009,0.003,0.03,0.026,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,384
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,518
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,600
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,557
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,461
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,522
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,463
0.1,0.25,1.41,0.011,0.003,0,0.02,0.032,0.0055,0.005,0.029,0,0,0,0,0.02,0,0,0,330
0.1,0.26,1.45,0.011,0.003,0,0.016,0.025,0.0052,0.005,0.054,0,0,0,0,0.02,0,0,0,340
0.14,0.26,1.43,0.011,0.003,0,0.02,0.029,0.005,0.005,0.05,0,0,0,0,0.02,0,0,0,354
0.11,0.26,1.4,0.009,0.003,0,0.02,0.03,0.009,0.005,0.028,0,0,0,0,0.02,0,0,0,350
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.04,0.0051,0.005,0.026,0,0,0.02,0,0.02,0,0,0,345
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.038,0.0056,0.005,0.043,0,0,0.02,0,0.02,0,0,0,372
0.15,0.29,1.47,0.013,0.003,0.005,0.02,0.038,0.012,0.005,0.027,0,0,0.02,0,0.02,0,0,0,359
0.14,0.27,1.46,0.012,0.003,0.005,0.02,0.038,0.014,0.005,0.047,0,0,0.02,0,0,0,0,0,385
0.045,0.55,1.41,0.013,0.015,0.01,0.02,0.039,0.0067,0.005,0.06,0,0,0.02,0,0.02,0,0,0,352
0.045,0.5,1.4,0.015,0.012,0.01,0.02,0.037,0.0065,0.005,0.005,0,0.012,0.02,0,0.02,0,0,0,270
0.048,0.5,1.4,0.015,0.013,0.01,0.02,0.034,0.0067,0.005,0.005,0,0.011,0.02,0,0.02,0,0,0,216
0.06,0.39,1.58,0.018,0.015,0.01,0.02,0.005,0.007,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,364
0.062,0.34,1.5,0.012,0.006,0.02,0.07,0.029,0.016,0.005,0.12,0,0,0.07,0,0.07,0,0,0,572
0.063,0.34,1.56,0.012,0.006,0.02,0.07,0.035,0.017,0.005,0.12,0,0,0.07,0,0.07,0,0,0,559
0.07,0.43,1.46,0.019,0.021,0.01,0.02,0.006,0.008,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,350
0.08,0.4,1.4,0.014,0.016,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,398
0.08,0.42,1.45,0.015,0.012,0,0.02,0.035,0.012,0.005,0.09,0,0,0,0,0.02,0,0,0,310
0.08,0.4,1.45,0.015,0.016,0,0.26,0.038,0.0067,0.005,0.09,0,0.011,0,0,0.26,0,0,0,297
0.08,0.35,1.43,0.015,0.005,0,0.26,0.034,0.0069,0.005,0.13,0,0,0,0,0.35,0,0,0,353
0.084,0.21,1.42,0.005,0.002,0.005,0.02,0.031,0.0047,0.005,0.05,0,0,0.02,0,0.02,0,0,0,322
0.09,0.39,1.44,0.014,0.014,0,0.26,0.039,0.0085,0.005,0.09,0,0,0,0,0.26,0,0,0,352
0.09,0.4,1.48,0.015,0.007,0,0.26,0.037,0.0084,0.005,0.09,0,0.011,0,0,0.25,0,0,0,305
0.09,0.2,1.41,0.006,0.004,0.005,0.02,0.032,0.007,0.005,0.005,0,0,0.02,0,0.02,0,0,0,291
0.09,0.35,1.42,0.016,0.015,0,0.26,0.038,0.0084,0.005,0.13,0,0.021,0,0,0.36,0,0,0,322
0.09,0.35,1.42,0.016,0.014,0,0.26,0.036,0.0087,0.005,0.13,0,0.021,0,0,0.36,0,0,0,310
0.09,0.34,1.41,0.015,0.001,0,0.26,0.035,0.0089,0.005,0.11,0,0,0,0,0.35,0,0,0,344
0.095,0.21,1.4,0.006,0.002,0.005,0.02,0.03,0.005,0.005,0.11,0,0,0.02,0,0.02,0,0,0,364
0.1,0.25,1.41,0.011,0.003,0,0.02,0.032,0.0055,0.005,0.029,0,0,0,0,0.02,0,0,0,329
0.1,0.26,1.45,0.011,0.003,0,0.016,0.025,0.0052,0.005,0.054,0,0,0,0,0.02,0,0,0,340
0.1,0.41,1.43,0.015,0.012,0,0.02,0.035,0.012,0.005,0.07,0,0,0,0,0.02,0,0,0,330
0.1,0.42,1.43,0.015,0.011,0,0.02,0.034,0.011,0.005,0.07,0,0,0,0,0.02,0,0,0,328
0.1,0.4,1.45,0.015,0.015,0,0.26,0.037,0.0057,0.005,0.09,0,0.02,0,0,0.26,0,0,0,302
0.1,0.35,1.45,0.015,0.015,0,0.26,0.039,0.0057,0.005,0.13,0,0.011,0,0,0.36,0,0,0,338
0.1,0.35,1.43,0.013,0.013,0,0.26,0.037,0.0053,0.005,0.13,0,0,0,0,0.36,0,0,0,361
0.1,0.36,1.43,0.014,0.005,0,0.26,0.037,0.0088,0.005,0.13,0,0,0,0,0.36,0,0,0,384
0.11,0.26,1.4,0.009,0.003,0,0.02,0.03,0.009,0.005,0.028,0,0,0,0,0.02,0,0,0,350
0.11,0.42,1.39,0.015,0.012,0,0.02,0.036,0.0046,0.005,0.08,0,0,0,0,0.02,0,0,0,295
0.11,0.42,1.46,0.015,0.013,0,0.02,0.039,0.0059,0.005,0.08,0,0.011,0,0,0.02,0,0,0,305
0.11,0.41,1.37,0.015,0.012,0,0.02,0.037,0.0045,0.005,0.08,0,0,0,0,0.02,0,0,0,294
0.11,0.42,1.43,0.014,0.013,0,0.02,0.038,0.0051,0.005,0.08,0,0.011,0,0,0.02,0,0,0,296
0.11,0.39,1.4,0.012,0.014,0,0.02,0.039,0.0058,0.005,0.09,0,0.011,0,0,0.02,0,0,0,290
0.12,0.4,1.39,0.019,0.014,0.01,0.02,0.005,0.0039,0.005,0.03,0.0005,0.005,0.02,0,0.02,0,0,0,330
0.12,0.39,1.4,0.014,0.02,0.01,0.02,0.005,0.008,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,383
0.12,0.42,1.48,0.023,0.021,0.01,0.02,0.005,0.021,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,460
0.12,0.4,1.4,0.017,0.019,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,456
0.12,0.43,1.4,0.015,0.004,0,0.02,0.035,0.0043,0.005,0.08,0,0,0,0,0.02,0,0,0,302
0.12,0.42,1.37,0.015,0.004,0,0.02,0.034,0.0041,0.005,0.08,0,0,0,0,0.02,0,0,0,318
0.14,0.26,1.43,0.011,0.003,0,0.02,0.029,0.005,0.005,0.05,0,0,0,0,0.02,0,0,0,354
0.14,0.27,1.46,0.012,0.003,0.005,0.02,0.038,0.014,0.005,0.047,0,0,0.02,0,0.02,0,0,0,385
0.15,0.29,1.47,0.013,0.003,0.005,0.02,0.038,0.012,0.005,0.027,0,0,0.02,0,0.02,0,0,0,359
0.15,0.4,1.41,0.023,0.02,0.01,0.02,0.04,0.024,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,460
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.04,0.0051,0.005,0.026,0,0,0.02,0,0.02,0,0,0,345
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.038,0.0056,0.005,0.043,0,0,0.02,0,0.02,0,0,0,372
0.15,0.27,1.36,0.017,0.008,0.003,0.03,0.027,0.01,0.006,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,385
0.15,0.27,1.36,0.017,0.008,0.003,0.03,0.027,0.01,0.006,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,376
0.15,0.27,1.39,0.016,0.008,0.003,0.03,0.028,0.011,0.01,0.003,0,0.003,0.04,0,0.01,0,0,0.0057,360
0.15,0.27,1.39,0.016,0.008,0.003,0.03,0.028,0.011,0.01,0.003,0,0.003,0.04,0,0.01,0,0,0.0057,365
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.01,0,0,0,0,0,0,0,0,0,361
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.01,0,0,0,0,0,0,0,0,0,361
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,418
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,426
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,414
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,428
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,392
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,407
0.07,0.35,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.011,0,0,0.013,0,0,0,0,0,0,386
0.08,0,0.79,0,0,0,0,0,0.0055,0.013,0,0,0.045,0,0,0,0,0,0,439
0.074,0.21,1.44,0.017,0.0017,0,0.52,0.032,0.0015,0.014,0,0,0,0,0,0,0,0,0,356
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,361
0.061,0.21,1.45,0.007,0.0017,0,0.52,0.032,0.0021,0.014,0,0,0,0,0,0,0,0,0,348
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,361
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,369
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,364
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,374
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,364
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,382
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,382
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,374
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,364
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,364
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,369
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,378
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,391
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,342
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,354
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,378
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,378
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,362
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,378
0.081,0.03,1.46,0.008,0.006,0.005,0.02,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,402
0.081,0.03,1.46,0.008,0.006,0.005,0.016,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,402
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,364
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,364
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,362
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,378
0.1,0.44,1.42,0.015,0.004,0,0.5,0.033,0.0049,0.017,0,0,0.003,0,0,0,0,0,0,402
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,363
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,398
0.1,0.44,1.42,0.015,0.004,0,0.5,0.033,0.0049,0.017,0,0,0.003,0,0,0,0,0,0,365
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,351
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,356
0.08,0.2,1.39,0.003,0.0015,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,372
0.078,0.2,1.39,0.003,0.002,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,372
0.078,0.2,1.39,0.003,0.002,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,372
0.08,0.2,1.39,0.003,0.0015,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,372
0.083,0.22,1.47,0.003,0.006,0,0.5,0.03,0.0045,0.018,0,0,0,0,0,0,0,0,0,384
0.092,0.22,1.45,0.017,0.005,0,0.5,0.03,0.0042,0.018,0,0,0,0,0,0,0,0,0,376
0.081,0.21,1.45,0.009,0.006,0,0.51,0.03,0.0044,0.018,0,0,0,0,0,0,0,0,0,377
0.16,0.35,1.07,0.014,0.002,0.002,0.018,0.038,0.007,0.019,0.002,0.0002,0.001,0.014,0,0.013,0,0,0,369
0.091,0.21,1.43,0.016,0.004,0,0.52,0.037,0.0064,0.019,0,0,0,0,0,0,0,0,0,385
0.07,0.39,1.46,0.011,0.006,0.02,0.07,0.037,0.017,0.019,0.13,0,0.009,0.08,0,0.07,0,0,0,568
0.091,0.21,1.43,0.016,0.004,0,0.52,0.037,0.0064,0.019,0,0,0,0,0,0,0,0,0,385
0.072,0.11,1.45,0.009,0.005,0.15,0.49,0,0.0084,0.02,0,0.0042,0.01,0,0,0,0,0,0,419
0.066,0.37,1.44,0.009,0.004,0,0.51,0.068,0.0049,0.02,0,0,0.013,0,0,0,0,0,0,390
0.069,0.11,1.46,0.009,0.003,0,0.51,0.007,0.006,0.02,0,0.0023,0.011,0,0,0,0,0,0,361
0.078,0.08,1.45,0.009,0.003,0.14,0.5,0.006,0.0071,0.02,0,0.0025,0.011,0,0,0,0,0,0,407
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.02,0,0,0,0,0,0,0,0,0,362
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.02,0,0,0,0,0,0,0,0,0,364
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.02,0,0,0,0,0,0,0,0,0,369
0.065,0.31,1.43,0.009,0.005,0,0.5,0.039,0.002,0.02,0,0,0,0,0,0,0,0,0,372
0.062,0.44,1.46,0.013,0.007,0.02,0.09,0.027,0.015,0.02,0.11,0,0,0.07,0,0.07,0,0,0,525
0.065,0.31,1.43,0.009,0.005,0,0.5,0.039,0.002,0.02,0,0,0,0,0,0,0,0,0,372
0.065,0.45,1.43,0.013,0.007,0.02,0.09,0.027,0.015,0.02,0.11,0,0,0.07,0,0.07,0,0,0,509
0.065,0.37,1.32,0.013,0.006,0.02,0.07,0.026,0.015,0.02,0.12,0,0,0.07,0,0.07,0,0,0,558
0.065,0.35,1.35,0.013,0.006,0.02,0.07,0.022,0.015,0.02,0.12,0,0,0.08,0,0.07,0,0,0,560
0.066,0.38,1.45,0.012,0.006,0.02,0.07,0.037,0.017,0.02,0.13,0,0.009,0.08,0,0.07,0,0,0,528
0.067,0.39,1.37,0.013,0.005,0.03,0.08,0.022,0.018,0.02,0.11,0,0,0.1,0,0.07,0,0,0,498
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.02,0,0,0,0,0,0,0,0,0,369
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.02,0,0,0,0,0,0,0,0,0,364
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.02,0,0,0,0,0,0,0,0,0,362
0.14,0.4,1.36,0.013,0.008,0.002,0.019,0.027,0.004,0.021,0.004,0.0001,0.019,0.024,0,0.01,0,0,0,427
0.074,0.38,1.47,0.01,0.003,0,0.51,0.038,0.0061,0.021,0,0,0.012,0,0,0,0,0,0,382
0.075,0.11,1.49,0.01,0.003,0,0.51,0.034,0.0051,0.021,0,0,0.013,0,0,0,0,0,0,377
0.077,0.37,1.45,0.009,0.004,0,0.5,0.042,0.0031,0.021,0,0,0.013,0,0,0,0,0,0,406
0.07,0.11,1.45,0.01,0.004,0,0.5,0.064,0.0037,0.021,0,0,0.013,0,0,0,0,0,0,398
0.07,0.36,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.021,0,0,0.014,0,0,0,0,0,0,394
0.094,0.2,1.41,0.003,0.004,0,0.51,0.041,0.0058,0.021,0,0,0,0,0,0,0,0,0,384
0.076,0.31,1.44,0.011,0.006,0,0.02,0.042,0.0047,0.021,0,0,0.01,0,0,0,0,0,0,353
0.08,0.3,1.4,0.011,0.005,0,0.02,0.036,0.0088,0.021,0,0,0.01,0,0,0,0,0,0,358
0.075,0.3,1.44,0.01,0.004,0,0.02,0.041,0.0006,0.021,0,0,0.009,0,0,0,0,0,0,372
0.078,0.3,1.45,0.01,0.006,0,0.02,0.039,0.0024,0.021,0,0,0.009,0,0,0,0,0,0,356
0.077,0.32,1.45,0.01,0.006,0,0.5,0.037,0.0006,0.021,0,0,0,0,0,0,0,0,0,397
0.071,0.31,1.54,0.01,0.006,0,0.5,0.036,0.004,0.021,0,0,0,0,0,0,0,0,0,393
0.078,0.34,1.44,0.01,0.006,0,0.5,0.035,0.0088,0.021,0,0,0,0,0,0,0,0,0,383
0.085,0.21,1.44,0.012,0.005,0,0.51,0.035,0.0059,0.021,0,0,0,0,0,0,0,0,0,388
0.085,0.22,1.45,0.005,0.005,0,0.52,0.029,0.0054,0.021,0,0,0,0,0,0,0,0,0,379
0.091,0.2,1.44,0.007,0.006,0,0.52,0.033,0.0062,0.021,0,0,0,0,0,0,0,0,0,382
0.076,0.2,1.42,0.003,0.003,0,0.52,0.036,0.0062,0.021,0,0,0,0,0,0,0,0,0,384
0.071,0.35,1.44,0.008,0.003,0,0.5,0.032,0.004,0.021,0,0,0.012,0,0,0,0,0,0,381
0.083,0.35,1.44,0.007,0.003,0,0.5,0.032,0.0076,0.021,0,0,0.01,0,0,0,0,0,0,398
0.063,0.35,1.45,0.009,0.003,0,0.5,0.034,0.0052,0.021,0,0,0.012,0,0,0,0,0,0,380
0.064,0.45,1.46,0.012,0.007,0.02,0.09,0.031,0.015,0.021,0.11,0,0,0.07,0,0.07,0,0,0,508
0.065,0.36,1.45,0.009,0.003,0,0.5,0.034,0.0038,0.021,0,0,0.012,0,0,0,0,0,0,409
0.071,0.31,1.54,0.01,0.006,0,0.5,0.036,0.004,0.021,0,0,0,0,0,0,0,0,0,393
0.075,0.3,1.44,0.01,0.004,0,0.02,0.041,0.0006,0.021,0,0,0.009,0,0,0,0,0,0,372
0.076,0.31,1.44,0.011,0.006,0,0.02,0.042,0.0047,0.021,0,0,0.01,0,0,0,0,0,0,353
0.076,0.2,1.42,0.003,0.003,0,0.52,0.036,0.0062,0.021,0,0,0,0,0,0,0,0,0,384
0.077,0.32,1.45,0.01,0.006,0,0.5,0.037,0.0006,0.021,0,0,0,0,0,0,0,0,0,397
0.078,0.3,1.45,0.01,0.006,0,0.02,0.039,0.0024,0.021,0,0,0.009,0,0,0,0,0,0,356
0.078,0.34,1.44,0.01,0.006,0,0.5,0.035,0.0088,0.021,0,0,0,0,0,0,0,0,0,383
0.08,0.3,1.4,0.011,0.005,0,0.02,0.036,0.0088,0.021,0,0,0.01,0,0,0,0,0,0,358
0.085,0.21,1.44,0.012,0.005,0,0.51,0.035,0.0059,0.021,0,0,0,0,0,0,0,0,0,388
0.085,0.22,1.45,0.005,0.005,0,0.52,0.029,0.0054,0.021,0,0,0,0,0,0,0,0,0,379
0.091,0.2,1.44,0.007,0.006,0,0.52,0.033,0.0062,0.021,0,0,0,0,0,0,0,0,0,382
0.094,0.2,1.41,0.003,0.004,0,0.51,0.041,0.0058,0.021,0,0,0,0,0,0,0,0,0,384
0.12,0.41,1.41,0.012,0.009,0.002,0.019,0.039,0.004,0.022,0.003,0.0002,0.018,0.019,0,0.012,0,0,0,444
0.08,0,0.75,0,0,0,0,0,0.0075,0.022,0,0,0.022,0,0,0,0,0,0,435
0.08,0,0.75,0,0,0,0,0,0.0075,0.022,0,0,0.022,0,0,0,0,0,0,455
0.1,0.21,1.48,0.016,0.007,0,0.51,0.033,0.0078,0.022,0,0,0,0,0,0,0,0,0,391
0.095,0.21,1.48,0.027,0.006,0,0.52,0.036,0.0063,0.022,0,0,0,0,0,0,0,0,0,382
0.077,0.32,1.44,0.013,0.003,0,0,0.034,0.0042,0.022,0.05,0,0,0,0,0.15,0,0,0,452
0.061,0.35,1.45,0.008,0.003,0,0.5,0.035,0.0038,0.022,0,0,0.011,0,0,0,0,0,0,391
0.071,0.35,1.45,0.008,0.003,0,0.51,0.036,0.0055,0.022,0,0,0.011,0,0,0,0,0,0,399
0.072,0.35,1.45,0.007,0.004,0,0.51,0.036,0.0036,0.022,0,0,0.012,0,0,0,0,0,0,403
0.075,0.34,1.45,0.008,0.003,0,0.5,0.032,0.0049,0.022,0,0,0.011,0,0,0,0,0,0,441
0.095,0.21,1.48,0.027,0.006,0,0.52,0.036,0.0063,0.022,0,0,0,0,0,0,0,0,0,382
0.1,0.21,1.48,0.016,0.007,0,0.51,0.033,0.0078,0.022,0,0,0,0,0,0,0,0,0,391
0.061,0.29,1.45,0.013,0.003,0,0.16,0.037,0.0047,0.023,0.05,0,0,0,0,0.15,0,0,0,442
0.067,0.29,1.45,0.01,0.003,0,0.16,0.04,0.0034,0.023,0.05,0,0,0,0,0,0,0,0,442
0.073,0.31,1.43,0.013,0.003,0.2,0,0.038,0.0053,0.023,0,0,0,0,0,0,0,0,0,441
0.06,0.35,1.45,0.008,0.003,0,0.51,0.035,0.0037,0.023,0,0,0.011,0,0,0,0,0,0,453
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,451
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,516
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,422
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,541
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,467
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,577
0.091,0.31,1.43,0,0.001,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,530
0.21,0.146,1.35,0.03,0.033,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,519.93
0.13,0,1.45,0,0,0,0,0,0.07,0.025,0,0,0.015,0,0,0,0,0,0,375
0.13,0,1.45,0,0,0,0,0,0.07,0.025,0,0,0.015,0,0,0,0,0,0,390
0.081,0.32,1.37,0.012,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,359
0.097,0.33,1.38,0.01,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,366
0.08,0.3,1.4,0.01,0.005,0,0,0.04,0.0048,0.025,0,0,0,0,0,0.02,0,0,0,349
0.092,0.29,1.41,0.015,0.004,0.21,0.3,0.029,0.009,0.025,0.05,0,0.0005,0,0,0,0,0,0,438
0.08,0.3,1.4,0.01,0.005,0,0,0.04,0.0048,0.025,0,0,0,0,0,0.02,0,0,0,349
0.081,0.32,1.37,0.012,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,359
0.097,0.33,1.38,0.01,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,366
0.15,0.4,1.37,0.02,0.007,0.002,0.02,0.033,0.004,0.026,0.002,0.0002,0.002,0.02,0,0.017,0,0,0,415
0.09,0.33,1.39,0.011,0.002,0,0,0.04,0.0049,0.026,0,0,0,0,0,0.02,0,0,0,376
0.092,0.31,1.39,0.011,0.002,0,0,0.04,0.0036,0.026,0,0,0,0,0,0.02,0,0,0,372
