C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,ELON
0.15,0.29,1.25,0.018,0.008,0.003,0.02,0.016,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0066,36
0.15,0.29,1.23,0.018,0.008,0.003,0.02,0.015,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0069,38
0.15,0.29,1.23,0.017,0.008,0.003,0.02,0.014,0.011,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0077,36
0.15,0.29,1.25,0.018,0.008,0.003,0.02,0.016,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0066,36
0.15,0.29,1.23,0.018,0.008,0.003,0.02,0.015,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0069,38
0.16,0.32,1.29,0.018,0.008,0.003,0.02,0.014,0.0097,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0062,34
0.16,0.32,1.29,0.017,0.008,0.003,0.02,0.017,0.0095,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0053,34
0.16,0.32,1.29,0.018,0.008,0.003,0.02,0.014,0.0097,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0062,34
0.16,0.32,1.29,0.017,0.008,0.003,0.02,0.017,0.0095,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0053,34
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,23
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,17
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,19
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,24
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,24
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,20
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,19
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,17
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,22.5
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,33.5
0.1,0.19,1.4,0.005,0.002,0,0,0.031,0.004,0.031,0.003,0.0006,0,0,0,0,0,0,0,36
0.1,0.36,1.36,0.011,0.003,0.002,0.019,0.036,0.004,0.031,0.002,0.0001,0.002,0.017,0,0.01,0,0,0,20
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,20
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,24
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,24
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,34.8
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,30.7
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,29.9
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,32
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,35.5
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,35.6
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,35.1
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,35
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,34.3
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,31.2
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,32.8
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,33.9
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,32.4
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,32.2
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,34.8
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,29.5
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,27.5
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,30.6
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,38.4
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,30.7
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,36
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,36
0.133,0.34,1.19,0.018,0.01,0,0,0.035,0.0052,0.032,0,0,0,0,0,0,0,0,0,35
0.187,0.33,1.18,0.02,0.011,0,0,0.037,0.0046,0.032,0,0,0,0,0,0,0,0,0,34
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,31
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,32
0.057,0.33,1.14,0.021,0.01,0,0,0.029,0.0062,0.033,0,0,0,0,0,0,0,0,0,37
0.11,0.3,1.4,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,32
0.05,0.48,1.35,0.014,0.01,0.01,0.02,0.04,0.0055,0.036,0.005,0,0,0.02,0,0.02,0,0,0,12
0.051,0.5,1.4,0.014,0.011,0.01,0.02,0.04,0.0058,0.036,0.005,0,0,0.02,0,0.02,0,0,0,34
0.025,0.24,1.56,0.002,0.0006,0.32,2.99,0,0.0062,0.039,0.019,0,0,0,0,0,0,0,0,23.6
0.073,0.39,1.63,0,0,0.2,0,0,0,0.039,0,0,0.014,0.5,0,0,0,0,0,16
0.025,0.24,1.56,0.002,0.0006,0.32,0,0,0.0062,0.04,0.02,0,0,0,0,0,0,0,0.0043,28
0.07,0.25,0.9,0.007,0.0015,0,0.2,0,0.004,0.04,0.04,0,0.015,0,0,0.2,0,0,0.004,28
0.025,0.24,1.56,0.002,0.0006,0.32,0,0,0.0062,0.04,0.02,0,0,0,0,0,0,0,0.0043,28
0.07,0.25,0.9,0.007,0.0015,0,0.2,0,0.004,0.04,0.04,0,0.015,0,0,0.2,0,0,0.004,28
0.1,0.24,1.17,0.01,0.01,0,0,0.04,0,0.04,0.04,0,0.05,0,0,0,0,0,0,33.2
0.16,0.36,1.16,0.014,0.01,0.002,0.02,0.032,0.008,0.042,0.002,0.0001,0.002,0.23,0,0.016,0,0,0,24
0.14,0.32,1.55,0.009,0.016,0,0,0.02,0.0097,0.043,0.1,0,0.023,0,0,0,0,0,0,20
0.16,0.47,1.45,0.015,0.007,0.001,0.02,0.041,0.008,0.046,0.003,0.0002,0.011,0.017,0,0.012,0,0,0,27
0.14,0.3,1.54,0.009,0.02,0,0,0.03,0.0094,0.047,0.092,0,0,0,0,0,0,0,0,18
0.062,0.28,1.24,0.017,0.01,0,0,0.033,0.0079,0.055,0,0,0,0,0,0,0,0,0,38
0.079,0.25,1.36,0.008,0.003,0,0,0.03,0.0036,0.059,0,0,0,0,0,0,0,0,0,29
0.12,0.28,1.28,0.008,0.003,0,0,0.021,0.0066,0.059,0,0,0,0,0,0,0,0,0,36
0.192,0.33,1.16,0.021,0.01,0,0,0.019,0.0065,0.065,0,0,0,0,0,0,0,0,0,32
0.06,0,1.5,0,0,0.15,0,0,0,0.08,0,0.001,0.075,0,0,0,0,0,0,16
0.006,0,1.5,0,0,0,0,0,0,0.08,0,0,0.07,0,0,0,0,0,0,20
0.03,0.16,1.49,0.013,0.001,0,0.16,0.024,0.005,0.086,0,0,0.011,0.27,0,0.25,0,0,0,33
0.12,0.14,1.15,0.01,0.01,0,0,0.02,0,0.1,0,0,0,0,0,0,0,0,0,31.5
0.1,0.08,1.47,0,0,0,0,0,0,0.45,0,0,0.31,0,0,0,0,0,0,15
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,16.7
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,14.5
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,19.5
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,13
0.06,0.22,1.72,0.01,0.002,0.16,0.21,0.025,0.008,0.038,0.015,0,0.004,0.05,0,0.18,0,0,0,27
0.06,0.2,1.75,0.01,0.006,0.3,0.9,0,0.007,0.045,0.05,0,0.02,0.3,0,0,0,0,0,31
0.03,0.48,1.46,0.01,0.006,0.19,0,0.19,0.003,0.04,0.05,0.002,0.04,0,0,0,0,0,0,27.6
0.1,0.15,1.25,0.01,0.01,0,0,0.014,0.007,0.05,0,0,0.01,0,0,0,0,0,0,26.4
0.08,0.3,1.2,0.01,0.007,0.5,3.6,0,0.007,0,0.02,0,0.02,0.3,0,1.8,0,0,0,20
