C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,Temperature,Energy
0.09,0.35,1.42,0.016,0.014,0,0.26,0.036,0.0087,0.005,0.13,0,0.021,0,0,0.36,0,0,0,-5,27
0.09,0.34,1.41,0.015,0.001,0,0.26,0.035,0.0089,0.005,0.11,0,0,0,0,0.35,0,0,0,-10,27
0.095,0.21,1.4,0.006,0.002,0.005,0.02,0.03,0.005,0.005,0.11,0,0,0.02,0,0.02,0,0,0,-85,27
0.1,0.25,1.41,0.011,0.003,0,0.02,0.032,0.0055,0.005,0.029,0,0,0,0,0.02,0,0,0,-100,27
0.1,0.26,1.45,0.011,0.003,0,0.016,0.025,0.0052,0.005,0.054,0,0,0,0,0.02,0,0,0,-95,27
0.1,0.41,1.43,0.015,0.012,0,0.02,0.035,0.012,0.005,0.07,0,0,0,0,0.02,0,0,0,-15,27
0.1,0.42,1.43,0.015,0.011,0,0.02,0.034,0.011,0.005,0.07,0,0,0,0,0.02,0,0,0,-15,27
0.1,0.4,1.45,0.015,0.015,0,0.26,0.037,0.0057,0.005,0.09,0,0.02,0,0,0.26,0,0,0,-25,27
0.1,0.35,1.45,0.015,0.015,0,0.26,0.039,0.0057,0.005,0.13,0,0.011,0,0,0.36,0,0,0,-15,27
0.1,0.35,1.43,0.013,0.013,0,0.26,0.037,0.0053,0.005,0.13,0,0,0,0,0.36,0,0,0,-10,27
0.1,0.36,1.43,0.014,0.005,0,0.26,0.037,0.0088,0.005,0.13,0,0,0,0,0.36,0,0,0,5,27
0.11,0.26,1.4,0.009,0.003,0,0.02,0.03,0.009,0.005,0.028,0,0,0,0,0.02,0,0,0,-105,27
0.11,0.42,1.39,0.015,0.012,0,0.02,0.036,0.0046,0.005,0.08,0,0,0,0,0.02,0,0,0,-15,27
0.11,0.42,1.46,0.015,0.013,0,0.02,0.039,0.0059,0.005,0.08,0,0.011,0,0,0.02,0,0,0,-45,27
0.11,0.41,1.37,0.015,0.012,0,0.02,0.037,0.0045,0.005,0.08,0,0,0,0,0.02,0,0,0,-15,27
0.11,0.42,1.43,0.014,0.013,0,0.02,0.038,0.0051,0.005,0.08,0,0.011,0,0,0.02,0,0,0,-42,27
0.11,0.39,1.4,0.012,0.014,0,0.02,0.039,0.0058,0.005,0.09,0,0.011,0,0,0.02,0,0,0,-15,27
0.12,0.43,1.4,0.015,0.004,0,0.02,0.035,0.0043,0.005,0.08,0,0,0,0,0.02,0,0,0,-15,27
0.12,0.42,1.37,0.015,0.004,0,0.02,0.034,0.0041,0.005,0.08,0,0,0,0,0.02,0,0,0,-22,27
0.14,0.26,1.43,0.011,0.003,0,0.02,0.029,0.005,0.005,0.05,0,0,0,0,0.02,0,0,0,-80,27
0.14,0.27,1.46,0.012,0.003,0.005,0.02,0.038,0.014,0.005,0.047,0,0,0.02,0,0.02,0,0,0,-73,27
0.15,0.29,1.47,0.013,0.003,0.005,0.02,0.038,0.012,0.005,0.027,0,0,0.02,0,0.02,0,0,0,-51,27
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.04,0.0051,0.005,0.026,0,0,0.02,0,0.02,0,0,0,-67,27
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.038,0.0056,0.005,0.043,0,0,0.02,0,0.02,0,0,0,-90,27
0.15,0.27,1.36,0.017,0.008,0.003,0.03,0.027,0.01,0.006,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,-50,27
0.15,0.27,1.39,0.016,0.008,0.003,0.03,0.028,0.011,0.01,0.003,0,0.003,0.04,0,0.01,0,0,0.0057,-38,27
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.01,0,0,0,0,0,0,0,0,0,-99.90502464,27
0.07,0.35,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.011,0,0,0.013,0,0,0,0,0,0,-110.7120817,27
0.074,0.21,1.44,0.017,0.0017,0,0.52,0.032,0.0015,0.014,0,0,0,0,0,0,0,0,0,-90.53588148,27
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,-96.27689446,27
0.061,0.21,1.45,0.007,0.0017,0,0.52,0.032,0.0021,0.014,0,0,0,0,0,0,0,0,0,-94.38759147,27
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,-92.51070569,27
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,-96.6041054,27
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,-94.38759147,27
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,-100.5628814,27
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,-102.2352496,27
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,-86.32215725,27
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,-93.41653333,27
0.08,0.2,1.39,0.003,0.0015,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,-114.2239237,27
0.083,0.22,1.47,0.003,0.006,0,0.5,0.03,0.0045,0.018,0,0,0,0,0,0,0,0,0,-91.3395226,27
0.092,0.22,1.45,0.017,0.005,0,0.5,0.03,0.0042,0.018,0,0,0,0,0,0,0,0,0,-99.64763071,27
0.081,0.21,1.45,0.009,0.006,0,0.51,0.03,0.0044,0.018,0,0,0,0,0,0,0,0,0,-100.4994975,27
0.16,0.35,1.07,0.014,0.002,0.002,0.018,0.038,0.007,0.019,0.002,0.0002,0.001,0.014,0,0.013,0,0,0,-39.54981154,27
0.091,0.21,1.43,0.016,0.004,0,0.52,0.037,0.0064,0.019,0,0,0,0,0,0,0,0,0,-100.7646068,27
0.07,0.39,1.46,0.011,0.006,0.02,0.07,0.037,0.017,0.019,0.13,0,0.009,0.08,0,0.07,0,0,0,-60,27
0.072,0.11,1.45,0.009,0.005,0.15,0.49,0,0.0084,0.02,0,0.0042,0.01,0,0,0,0,0,0,-61.7577551,27
0.066,0.37,1.44,0.009,0.004,0,0.51,0.068,0.0049,0.02,0,0,0.013,0,0,0,0,0,0,-130.2143586,27
0.069,0.11,1.46,0.009,0.003,0,0.51,0.007,0.006,0.02,0,0.0023,0.011,0,0,0,0,0,0,-115.7252412,27
0.078,0.08,1.45,0.009,0.003,0.14,0.5,0.006,0.0071,0.02,0,0.0025,0.011,0,0,0,0,0,0,-92.58758108,27
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.02,0,0,0,0,0,0,0,0,0,-95.34835857,27
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.02,0,0,0,0,0,0,0,0,0,-90.69466352,27
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.02,0,0,0,0,0,0,0,0,0,-92.69508991,27
0.065,0.31,1.43,0.009,0.005,0,0.5,0.039,0.002,0.02,0,0,0,0,0,0,0,0,0,-115.7281877,27
0.062,0.44,1.46,0.013,0.007,0.02,0.09,0.027,0.015,0.02,0.11,0,0,0.07,0,0.07,0,0,0,-60,27
0.065,0.45,1.43,0.013,0.007,0.02,0.09,0.027,0.015,0.02,0.11,0,0,0.07,0,0.07,0,0,0,-45,27
0.065,0.37,1.32,0.013,0.006,0.02,0.07,0.026,0.015,0.02,0.12,0,0,0.07,0,0.07,0,0,0,-10,27
0.065,0.35,1.35,0.013,0.006,0.02,0.07,0.022,0.015,0.02,0.12,0,0,0.08,0,0.07,0,0,0,-45,27
0.066,0.38,1.45,0.012,0.006,0.02,0.07,0.037,0.017,0.02,0.13,0,0.009,0.08,0,0.07,0,0,0,-45,27
0.067,0.39,1.37,0.013,0.005,0.03,0.08,0.022,0.018,0.02,0.11,0,0,0.1,0,0.07,0,0,0,-58,27
0.14,0.4,1.36,0.013,0.008,0.002,0.019,0.027,0.004,0.021,0.004,0.0001,0.019,0.024,0,0.01,0,0,0,-125.9649186,27
0.074,0.38,1.47,0.01,0.003,0,0.51,0.038,0.0061,0.021,0,0,0.012,0,0,0,0,0,0,-154.2952772,27
0.075,0.11,1.49,0.01,0.003,0,0.51,0.034,0.0051,0.021,0,0,0.013,0,0,0,0,0,0,-96.82255686,27
0.077,0.37,1.45,0.009,0.004,0,0.5,0.042,0.0031,0.021,0,0,0.013,0,0,0,0,0,0,-123.3527397,27
0.07,0.11,1.45,0.01,0.004,0,0.5,0.064,0.0037,0.021,0,0,0.013,0,0,0,0,0,0,-126.1518743,27
0.07,0.36,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.021,0,0,0.014,0,0,0,0,0,0,-133.3016366,27
0.094,0.2,1.41,0.003,0.004,0,0.51,0.041,0.0058,0.021,0,0,0,0,0,0,0,0,0,-106.0031625,27
0.076,0.31,1.44,0.011,0.006,0,0.02,0.042,0.0047,0.021,0,0,0.01,0,0,0,0,0,0,-95.14268985,27
0.08,0.3,1.4,0.011,0.005,0,0.02,0.036,0.0088,0.021,0,0,0.01,0,0,0,0,0,0,-96.15933167,27
0.075,0.3,1.44,0.01,0.004,0,0.02,0.041,0.0006,0.021,0,0,0.009,0,0,0,0,0,0,-104.1933158,27
0.078,0.3,1.45,0.01,0.006,0,0.02,0.039,0.0024,0.021,0,0,0.009,0,0,0,0,0,0,-109.9937154,27
0.077,0.32,1.45,0.01,0.006,0,0.5,0.037,0.0006,0.021,0,0,0,0,0,0,0,0,0,-109.2042822,27
0.071,0.31,1.54,0.01,0.006,0,0.5,0.036,0.004,0.021,0,0,0,0,0,0,0,0,0,-84.54923266,27
0.078,0.34,1.44,0.01,0.006,0,0.5,0.035,0.0088,0.021,0,0,0,0,0,0,0,0,0,-98.57612935,27
0.085,0.21,1.44,0.012,0.005,0,0.51,0.035,0.0059,0.021,0,0,0,0,0,0,0,0,0,-102.293554,27
0.085,0.22,1.45,0.005,0.005,0,0.52,0.029,0.0054,0.021,0,0,0,0,0,0,0,0,0,-107.4680543,27
0.091,0.2,1.44,0.007,0.006,0,0.52,0.033,0.0062,0.021,0,0,0,0,0,0,0,0,0,-113.5404276,27
0.076,0.2,1.42,0.003,0.003,0,0.52,0.036,0.0062,0.021,0,0,0,0,0,0,0,0,0,-126.78343,27
0.071,0.35,1.44,0.008,0.003,0,0.5,0.032,0.004,0.021,0,0,0.012,0,0,0,0,0,0,-122.6440916,27
0.083,0.35,1.44,0.007,0.003,0,0.5,0.032,0.0076,0.021,0,0,0.01,0,0,0,0,0,0,-110.9774923,27
0.063,0.39,1.48,0.012,0.005,0.02,0.07,0.041,0.017,0.021,0.13,0,0.01,0.08,0,0.07,0,0,0,-40,27
0.064,0.45,1.46,0.012,0.007,0.02,0.09,0.031,0.015,0.021,0.11,0,0,0.07,0,0.07,0,0,0,-25,27
0.065,0.38,1.39,0.013,0.006,0.02,0.07,0.029,0.015,0.021,0.12,0,0,0.08,0,0.07,0,0,0,-10,27
0.067,0.4,1.44,0.013,0.005,0.03,0.08,0.025,0.018,0.021,0.11,0,0,0.1,0,0.07,0,0,0,-38,27
0.12,0.41,1.41,0.012,0.009,0.002,0.019,0.039,0.004,0.022,0.003,0.0002,0.018,0.019,0,0.012,0,0,0,-86.32219105,27
0.1,0.21,1.48,0.016,0.007,0,0.51,0.033,0.0078,0.022,0,0,0,0,0,0,0,0,0,-84.65346555,27
0.095,0.21,1.48,0.027,0.006,0,0.52,0.036,0.0063,0.022,0,0,0,0,0,0,0,0,0,-100.4737151,27
0.077,0.32,1.44,0.013,0.003,0,0,0.034,0.0042,0.022,0.05,0,0,0,0,0.15,0,0,0,-78.53288192,27
0.061,0.35,1.45,0.008,0.003,0,0.5,0.035,0.0038,0.022,0,0,0.011,0,0,0,0,0,0,-134.3379675,27
0.071,0.35,1.45,0.008,0.003,0,0.51,0.036,0.0055,0.022,0,0,0.011,0,0,0,0,0,0,-127.9680637,27
0.061,0.29,1.45,0.013,0.003,0,0.16,0.037,0.0047,0.023,0.05,0,0,0,0,0.15,0,0,0,-81.04624742,27
0.067,0.29,1.45,0.01,0.003,0,0.16,0.04,0.0034,0.023,0.05,0,0,0,0,0,0,0,0,-84.06860777,27
0.073,0.31,1.43,0.013,0.003,0.2,0,0.038,0.0053,0.023,0,0,0,0,0,0,0,0,0,-77.52072003,27
0.081,0.32,1.37,0.012,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,-100.8223043,27
0.097,0.33,1.38,0.01,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,-98.89841189,27
0.08,0.3,1.4,0.01,0.005,0,0,0.04,0.0048,0.025,0,0,0,0,0,0.02,0,0,0,-109.2580547,27
0.092,0.29,1.41,0.015,0.004,0.21,0.3,0.029,0.009,0.025,0.05,0,0.0005,0,0,0,0,0,0,-74.61423236,27
0.15,0.4,1.37,0.02,0.007,0.002,0.02,0.033,0.004,0.026,0.002,0.0002,0.002,0.02,0,0.017,0,0,0,-82.43909497,27
0.09,0.33,1.39,0.011,0.002,0,0,0.04,0.0049,0.026,0,0,0,0,0,0.02,0,0,0,-68.81055466,27
0.092,0.31,1.39,0.011,0.002,0,0,0.04,0.0036,0.026,0,0,0,0,0,0.02,0,0,0,-97.50636757,27
0.1,0.3,1.46,0.014,0.003,0,0.7,0.026,0.005,0.026,0.05,0,0.001,0,0,0.3,0,0,0,-71.90952487,27
0.1,0.3,1.46,0.015,0.003,0,0.31,0.031,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,-91.17765502,27
0.097,0.3,1.45,0.014,0.004,0,0.42,0.03,0.007,0.026,0.05,0,0.0005,0,0,0.31,0,0,0,-95.26797007,27
0.079,0.29,1.59,0.014,0.004,0,0.41,0.028,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,-98.5336448,27
0.1,0.31,1.46,0.015,0.002,0.08,0.31,0.025,0.005,0.026,0.05,0,0.0005,0,0,0,0,0,0,-66.53916829,27
0.071,0.43,1.49,0.009,0.006,0.02,0.08,0.026,0.0089,0.026,0.12,0,0,0.07,0,0.07,0,0,0,-40,27
0.15,0.38,1.41,0.013,0.013,0.002,0.023,0.041,0.005,0.027,0.002,0.0003,0.002,0.023,0,0.013,0,0,0,-110.91729,27
0.09,0.3,1.39,0.011,0.002,0,0,0.041,0.0061,0.027,0,0,0,0,0,0.02,0,0,0,-82.06368443,27
0.097,0.31,1.39,0.01,0.002,0,0,0.04,0.0054,0.027,0,0,0,0,0,0.26,0,0,0,-100.1676638,27
0.073,0.29,1.45,0.014,0.004,0,0.41,0.028,0.01,0.027,0.05,0,0.0005,0,0,0,0,0,0,-89.87428849,27
0.15,0.29,1.23,0.017,0.008,0.003,0.02,0.014,0.011,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0077,-22,27
0.15,0.29,1.25,0.018,0.008,0.003,0.02,0.016,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0066,-30,27
0.15,0.29,1.23,0.018,0.008,0.003,0.02,0.015,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0069,-30,27
0.16,0.32,1.29,0.018,0.008,0.003,0.02,0.014,0.0097,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0062,-40,27
0.16,0.32,1.29,0.017,0.008,0.003,0.02,0.017,0.0095,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0053,-43,27
0.084,0.3,1.46,0.014,0.003,0,0.91,0.029,0.005,0.029,0,0,0.0005,0,0,0.3,0,0,0,-70.99954407,27
0.061,0.38,1.39,0.012,0.006,0.02,0.08,0.013,0.0089,0.029,0.13,0,0.005,0.07,0,0.07,0,0,0,-15,27
0.062,0.39,1.49,0.012,0.007,0.02,0.08,0.033,0.0075,0.029,0.13,0,0,0.07,0,0.07,0,0,0,-35,27
0.062,0.39,1.44,0.012,0.006,0.02,0.08,0.018,0.0093,0.029,0.13,0,0.005,0.07,0,0.07,0,0,0,-15,27
0.064,0.39,1.51,0.013,0.007,0.02,0.08,0.034,0.0077,0.029,0.14,0,0,0.07,0,0.07,0,0,0,20,27
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,-36.97147858,27
0.091,0.3,1.42,0.013,0.003,0,0.89,0.026,0.006,0.03,0,0,0.002,0,0,0.3,0,0,0,-85.25006326,27
0.062,0.4,1.51,0.012,0.007,0.02,0.08,0.033,0.0077,0.03,0.14,0,0,0.07,0,0.07,0,0,0,-5,27
0.065,0.43,1.46,0.011,0.005,0.02,0.06,0.028,0.0088,0.03,0.12,0,0,0.07,0,0.07,0,0,0,-20,27
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-51,27
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-96,27
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-81,27
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-72,27
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-63,27
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-89,27
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-89,27
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-65,27
0.11,0.41,1.43,0.015,0.012,0,0.02,0.039,0.0057,0.03,0.005,0,0,0,0,0.02,0,0,0,10,27
0.11,0.41,1.4,0.015,0.011,0,0.02,0.038,0.0057,0.03,0.005,0,0,0,0,0.02,0,0,0,5,27
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,-43,27
0.1,0.19,1.4,0.005,0.002,0,0,0.031,0.004,0.031,0.003,0.0006,0,0,0,0,0,0,0,-80,27
0.1,0.36,1.36,0.011,0.003,0.002,0.019,0.036,0.004,0.031,0.002,0.0001,0.002,0.017,0,0.01,0,0,0,-94.82206519,27
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,-101.3610277,27
0.094,0.28,1.37,0.015,0.003,0,0.85,0.028,0.004,0.031,0,0,0.011,0,0,0.28,0,0,0,-116.439432,27
0.098,0.45,1.56,0.014,0.002,0,0.31,0.031,0.008,0.031,0.09,0,0.011,0,0,0.3,0,0,0,-84.02057015,27
0.062,0.41,1.48,0.012,0.006,0.02,0.08,0.041,0.0087,0.031,0.13,0,0.007,0.07,0,0.07,0,0,0,-65,27
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,-90,27
0.1,0.19,1.4,0.005,0.002,0.005,0.02,0.031,0.004,0.031,0.005,0,0,0.02,0,0.02,0,0,0,-68,27
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-64,27
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-99,27
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-24,27
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-75,27
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,-73.58494003,27
0.11,0.29,1.41,0.015,0.003,0,0.3,0.027,0.005,0.032,0.05,0,0.011,0,0,0,0,0,0,-90.1482765,27
0.099,0.45,1.56,0.016,0.002,0,0.31,0.03,0.007,0.032,0.09,0,0,0,0,0.3,0,0,0,-43.37407566,27
0.12,0.27,1.41,0.014,0.002,0,0.31,0.028,0.008,0.032,0.09,0,0.012,0,0,0,0,0,0,-72.6064077,27
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,-90,27
0.05,0.48,1.35,0.014,0.01,0.01,0.02,0.04,0.0055,0.036,0.005,0,0,0.02,0,0.02,0,0,0,5,27
0.051,0.5,1.4,0.014,0.011,0.01,0.02,0.04,0.0058,0.036,0.005,0,0,0.02,0,0.02,0,0,0,-47,27
0.16,0.36,1.16,0.014,0.01,0.002,0.02,0.032,0.008,0.042,0.002,0.0001,0.002,0.23,0,0.016,0,0,0,-87.88955925,27
0.076,0.3,1.47,0.014,0.004,0,0.42,0.03,0.006,0.045,0.05,0,0.0005,0,0,0,0,0,0,-99.2895924,27
0.089,0.31,1.42,0.016,0.006,0,0.33,0.043,0.007,0.045,0.05,0,0.0005,0,0,0,0,0,0,-76.32195137,27
0.16,0.47,1.45,0.015,0.007,0.001,0.02,0.041,0.008,0.046,0.003,0.0002,0.011,0.017,0,0.012,0,0,0,-132.0033426,27
0.086,0.3,1.46,0.014,0.002,0,0.42,0.028,0.009,0.046,0.09,0,0,0,0,0,0,0,0,-83.19716464,27
0.094,0.32,1.34,0.011,0.0065,0,0,0.031,0.006,0,0,0,0,0,0.02,0,0,0,0,-93,36
0.094,0.32,1.34,0.011,0.0065,0,0,0.031,0.006,0,0,0,0,0,0.02,0,0,0,0,-76,36
0.094,0.32,1.34,0.011,0.0065,0,0,0.031,0.006,0,0,0,0,0,0.02,0,0,0,0,-73,36
0.094,0.32,1.34,0.011,0.0065,0,0,0.031,0.006,0,0,0,0,0,0.02,0,0,0,0,-75,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-93,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-65,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-90,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-100,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-65,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-38,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-25,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-3,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,11,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-70,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-39,36
0.085,0.33,1.38,0.012,0.008,0,0,0.03,0.007,0,0,0,0,0,0.02,0,0,0,0,-85,36
0.1,0.35,1.34,0.007,0.012,0,0,0.04,0.004,0,0,0,0,0,0.02,0,0,0,0,-20,36
0.1,0.35,1.34,0.007,0.012,0,0,0.04,0.004,0,0,0,0,0,0.02,0,0,0,0,-90,36
0.098,0.25,1.3,0.001,0.0016,0,0,0.043,0.006,0,0,0,0,0,0.015,0,0,0,0,0,36
0.098,0.25,1.3,0.001,0.0016,0,0,0.043,0.006,0,0,0,0,0,0.015,0,0,0,0,17,36
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,-60,36
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,-60,36
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,-42,36
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,-73,36
0.062,0.1,1.45,0.009,0.003,0,0.5,0,0.0058,0,0,0.0024,0.009,0,0,0,0,0,0,-106,40
0.063,0.1,1.45,0.009,0.004,0,0.5,0.005,0.0043,0,0,0.0024,0.009,0,0,0,0,0,0,-106,40
0.066,0.11,1.46,0.008,0.004,0,0.51,0.005,0.0063,0,0,0.0024,0.01,0,0,0,0,0,0,-82,40
0.068,0.1,1.46,0.007,0.004,0,0.5,0,0.0077,0,0,0.0024,0.011,0,0,0,0,0,0,-100,40
0.069,0.36,1.55,0.011,0.003,0,0,0.035,0.0052,0,0,0,0,0,0,0,0,0,0,-95,40
0.069,0.36,1.55,0.011,0.003,0,0,0.035,0.0052,0,0,0,0,0,0,0,0,0,0,-118,40
0.069,0.36,1.55,0.011,0.003,0,0,0.035,0.0052,0,0,0,0,0,0,0,0,0,0,-101,40
0.078,0.4,1.5,0.009,0.003,0,0,0.036,0.0049,0,0,0,0.015,0,0,0,0,0,0,-115,40
0.078,0.4,1.5,0.009,0.003,0,0,0.036,0.0049,0,0,0,0.015,0,0,0,0,0,0,-125,40
0.078,0.4,1.5,0.009,0.003,0,0,0.036,0.0049,0,0,0,0.015,0,0,0,0,0,0,-116,40
0.27,0.25,0.53,0.013,0.005,0.33,4.05,0.07,0.004,0,0,0,0,1.24,0,0,0,0,0,-80,40
0.27,0.25,0.53,0.013,0.005,0.33,4.05,0.07,0.004,0,0,0,0,1.24,0,0,0,0,0,-50,40
0.06,0.39,1.58,0.018,0.015,0.01,0.02,0.005,0.007,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,-72,40
0.08,0.4,1.4,0.014,0.016,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,-32,40
0.084,0.21,1.42,0.005,0.002,0.005,0.02,0.031,0.0047,0.005,0.05,0,0,0.02,0,0.02,0,0,0,-74,40
0.12,0.4,1.39,0.019,0.014,0.01,0.02,0.005,0.0039,0.005,0.03,0.0005,0.005,0.02,0,0.02,0,0,0,-64,40
0.12,0.39,1.4,0.014,0.02,0.01,0.02,0.005,0.008,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,-33,40
0.12,0.42,1.48,0.023,0.021,0.01,0.02,0.005,0.021,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,-6,40
0.12,0.4,1.4,0.017,0.019,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,-11,40
0.15,0.4,1.41,0.023,0.02,0.01,0.02,0.04,0.024,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,-30,40
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,-105,40
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,-105,40
0.073,0.36,1.46,0.01,0.004,0,0.51,0.038,0.0057,0.01,0,0,0.013,0,0,0,0,0,0,-115,40
0.073,0.36,1.46,0.01,0.004,0,0.51,0.038,0.0057,0.01,0,0,0.013,0,0,0,0,0,0,-115,40
0.073,0.36,1.46,0.01,0.004,0,0.51,0.038,0.0057,0.01,0,0,0.013,0,0,0,0,0,0,-115,40
